{0, 0, 0}
{-5.581641, -3.148854, 7.076572}
{-13.505708, -7.671132, 10.064515}
{-21.783394, -12.449661, 11.303565}
{-30.118191, -17.282352, 11.263421}
{-38.371009, -22.060867, 9.920484}
{-46.269162, -26.626135, 6.822378}
{-53.810926, -30.977312, 2.680089}
{-61.639641, -35.472554, -0.709777}
{-69.341393, -39.88447, -4.475262}
{-77.152682, -44.379639, -7.886214}
{0, 0, 0}
{-5.607214, -3.126863, 7.047129}
{-13.544053, -7.617534, 10.010414}
{-21.811639, -12.39002, 11.241429}
{-30.12787, -17.229389, 11.196286}
{-38.364543, -22.008484, 9.848669}
{-46.248571, -26.569041, 6.747103}
{-53.780831, -30.912483, 2.608963}
{-61.606843, -35.387631, -0.777659}
{-69.313112, -39.766965, -4.539494}
{-77.127679, -44.238103, -7.938756}
{0, 0, 0}
{-5.629309, -3.214193, 7.007733}
{-13.586022, -7.743777, 9.907063}
{-21.86657, -12.523482, 11.148615}
{-30.199586, -17.36557, 11.157163}
{-38.456764, -22.149322, 9.842947}
{-46.359769, -26.717608, 6.754133}
{-53.901538, -31.068648, 2.60534}
{-61.719436, -35.551436, -0.833756}
{-69.407675, -39.918987, -4.684711}
{-77.222503, -44.367653, -8.152596}
{0, 0, 0}
{-5.603882, -3.235994, 7.037118}
{-13.547722, -7.797227, 9.961326}
{-21.838299, -12.583183, 11.210582}
{-30.189788, -17.418691, 11.223981}
{-38.463141, -22.201764, 9.914572}
{-46.380344, -26.774694, 6.829367}
{-53.931752, -31.133425, 2.676646}
{-61.752338, -35.636323, -0.765678}
{-69.435989, -40.036527, -4.620377}
{-77.247505, -44.509189, -8.100054}
{0, 0, 0}
{-6.671398, -3.771157, 6.020883}
{-14.980678, -8.541362, 8.301961}
{-23.45852, -13.434401, 9.478472}
{-31.984098, -18.374655, 9.698141}
{-40.427601, -23.268592, 8.430109}
{-48.484024, -27.92478, 5.198997}
{-56.121479, -32.307273, 0.76605}
{-63.990507, -36.824387, -3.097537}
{-71.551149, -41.163109, -7.702812}
{-79.472834, -45.733107, -11.322058}
{0, 0, 0}
{-6.697422, -3.74197, 5.991427}
{-15.009373, -8.492624, 8.259365}
{-23.479189, -13.379618, 9.430916}
{-31.989342, -18.325711, 9.648084}
{-40.417191, -23.224043, 8.375153}
{-48.461376, -27.876228, 5.139732}
{-56.096584, -32.238467, 0.706413}
{-63.966571, -36.733178, -3.154535}
{-71.535353, -41.041586, -7.752605}
{-79.454479, -45.602034, -11.362432}
{0, 0, 0}
{-6.727345, -3.832093, 5.921862}
{-15.056169, -8.604583, 8.150596}
{-23.538974, -13.499421, 9.324076}
{-32.064794, -18.447973, 9.58311}
{-40.514645, -23.347737, 8.348478}
{-48.576257, -28.006637, 5.120784}
{-56.196677, -32.37647, 0.637914}
{-64.055593, -36.87107, -3.284144}
{-71.606227, -41.151678, -7.969413}
{-79.532744, -45.707423, -11.601907}
{0, 0, 0}
{-6.701356, -3.861265, 5.951256}
{-15.027477, -8.653308, 8.1932}
{-23.5183, -13.554214, 9.371599}
{-32.059537, -18.496934, 9.633121}
{-40.525029, -23.392295, 8.403368}
{-48.598904, -28.055178, 5.180038}
{-56.2216, -32.445277, 0.697607}
{-64.079562, -36.962297, -3.227065}
{-71.622023, -41.273213, -7.919607}
{-79.5511, -45.838496, -11.561534}
{0, 0, 0}
{-5.658378, -3.082576, 6.987703}
{-13.620363, -7.509631, 9.901911}
{-21.867543, -12.270676, 11.117046}
{-30.146525, -17.123808, 11.062162}
{-38.351212, -21.903825, 9.705011}
{-46.207275, -26.454793, 6.596467}
{-53.720911, -30.782582, 2.466698}
