{-0.420174,-0.242587,0.874417}
{-0.567696,-0.326288,0.755816}
{-0.744875,-0.425911,0.513577}
{-0.832411,-0.47521,0.285073}
{-0.850371,-0.488859,0.194643}
{-0.859177,-0.495418,0.127972}
{-0.863621,-0.499667,0.067018}
{-0.864676,-0.502331,-0.000273}
{-0.862298,-0.501142,-0.072786}
{-0.857624,-0.497257,-0.131211}
{-0.840233,-0.486603,-0.239219}
{-0.818691,-0.473551,-0.324798}
{-0.79724,-0.460302,-0.390552}
{-0.775993,-0.447699,-0.444297}
{-0.795311,-0.457096,-0.398175}
{-0.815155,-0.46687,-0.342863}
{-0.813627,-0.466216,-0.347354}
{-0.796079,-0.457169,-0.396553}
{-0.788957,-0.454368,-0.413638}
{-0.80427,-0.464176,-0.371067}
{-0.816024,-0.471132,-0.334871}
{-0.420154,-0.242576,0.87443}
{-0.568504,-0.326214,0.75524}
{-0.747182,-0.425473,0.510579}
{-0.834386,-0.473115,0.282776}
{-0.851254,-0.487701,0.193688}
{-0.859498,-0.495037,0.127287}
{-0.863242,-0.500394,0.06648}
{-0.863535,-0.504289,-0.000872}
{-0.861228,-0.503029,-0.07244}
{-0.856889,-0.49834,-0.131902}
{-0.839603,-0.487274,-0.240065}
{-0.818219,-0.473879,-0.32551}
{-0.79698,-0.460163,-0.391245}
{-0.775945,-0.44745,-0.444632}
{-0.796177,-0.456118,-0.397565}
{-0.816322,-0.464607,-0.34316}
{-0.814913,-0.463688,-0.347721}
{-0.797388,-0.454941,-0.396486}
{-0.790117,-0.452982,-0.412944}
{-0.8045,-0.463903,-0.37091}
{-0.816023,-0.471131,-0.334875}
{-0.420217,-0.242612,0.87439}
{-0.568116,-0.327506,0.754973}
{-0.746095,-0.427959,0.510091}
{-0.835241,-0.475896,0.27549}
{-0.851725,-0.488235,0.190238}
{-0.85955,-0.49508,0.126769}
{-0.863062,-0.500238,0.069905}
{-0.86383,-0.503731,0.007254}
{-0.862241,-0.50222,-0.065694}
{-0.857968,-0.497805,-0.126814}
{-0.840811,-0.487042,-0.236278}
{-0.819172,-0.473843,-0.323156}
{-0.797253,-0.460309,-0.390517}
{-0.775754,-0.44756,-0.444854}
{-0.793969,-0.456175,-0.401891}
{-0.813219,-0.464732,-0.350284}
{-0.812072,-0.462987,-0.355222}
{-0.795119,-0.453048,-0.403154}
{-0.788887,-0.450783,-0.417673}
{-0.804363,-0.463346,-0.371902}
{-0.816022,-0.471131,-0.33488}
{-0.420236,-0.242624,0.874377}
{-0.567232,-0.327717,0.755546}
{-0.743603,-0.428953,0.512888}
{-0.833107,-0.478546,0.277357}
{-0.850809,-0.489531,0.191006}
{-0.859221,-0.495484,0.127419}
{-0.863453,-0.499478,0.070497}
{-0.864993,-0.501721,0.007924}
{-0.863335,-0.500299,-0.065984}
{-0.858703,-0.49671,-0.126129}
{-0.841435,-0.48637,-0.235439}
{-0.819637,-0.473518,-0.322451}
{-0.797511,-0.460448,-0.389824}
{-0.775821,-0.447814,-0.444482}
{-0.793117,-0.457127,-0.402493}
{-0.812108,-0.466967,-0.349889}
{-0.810871,-0.46549,-0.354694}
{-0.793921,-0.455297,-0.402982}
{-0.78781,-0.452243,-0.41813}
{-0.804132,-0.463622,-0.372057}
{-0.816023,-0.471131,-0.334876}
{-0.56274,-0.324898,0.760109}
{-0.664486,-0.383146,0.641606}
{-0.810835,-0.467556,0.352049}
{-0.845409,-0.487827,0.217505}
{-0.854413,-0.492988,0.164136}
{-0.859949,-0.496419,0.118555}
{-0.86339,-0.49872,0.076395}
{-0.865553,-0.500134,0.026148}
{-0.865432,-0.500273,-0.027471}
{-0.859233,-0.496302,-0.12411}
{-0.840604,-0.485794,-0.23956}
{-0.817381,-0.471946,-0.330387}
{-0.792548,-0.457441,-0.403255}
{-0.765211,-0.441022,-0.46899}
{-0.788005,-0.454501,-0.415303}
{-0.800328,-0.461086,-0.383242}
{-0.787574,-0.453803,-0.416881}
{-0.757575,-0.437086,-0.484805}
{-0.762174,-0.439901,-0.47495}
{-0.803346,-0.463805,-0.373524}
{-0.835204,-0.482205,-0.264411}
{-0.562739,-0.324898,0.760109}
{-0.664943,-0.383054,0.641187}
{-0.811598,-0.467551,0.350293}
{-0.8456,-0.487771,0.21689}
{-0.854574,-0.492852,0.163705}
{-0.860008,-0.496411,0.118164}
{-0.863306,-0.498914,0.076079}
{-0.865378,-0.500473,0.025447}
{-0.865236,-0.500616,-0.02741}
{-0.85905,-0.496367,-0.125108}
{-0.840281,-0.485891,-0.240495}
{-0.81713,-0.471799,-0.331216}
{-0.792339,-0.457159,-0.403986}
{-0.765314,-0.440291,-0.469508}
{-0.788501,-0.454427,-0.414441}
{-0.800687,-0.460415,-0.383299}
{-0.787869,-0.452954,-0.417247}
{-0.757663,-0.436681,-0.485032}
{-0.76252,-0.439862,-0.474432}
{-0.803605,-0.463983,-0.372745}
{-0.835193,-0.482199,-0.264454}
{-0.562739,-0.324898,0.760109}
{-0.664441,-0.383323,0.641546}
{-0.810871,-0.46753,0.352001}
{-0.845541,-0.487777,0.217104}
{-0.854583,-0.492903,0.163508}
{-0.859985,-0.496392,0.118408}
{-0.863288,-0.498813,0.076938}
{-0.865452,-0.500268,0.026914}
{-0.865393,-0.50041,-0.026185}
{-0.859223,-0.496314,-0.124126}
{-0.840702,-0.485839,-0.239126}
{-0.817291,-0.471885,-0.330696}
{-0.792335,-0.457308,-0.403824}
{-0.764521,-0.440456,-0.470644}
{-0.787922,-0.454289,-0.415692}
{-0.799836,-0.46014,-0.385402}
{-0.787008,-0.452332,-0.419541}
{-0.757279,-0.436144,-0.486113}
{-0.762447,-0.439537,-0.47485}
{-0.803715,-0.464098,-0.372365}
{-0.835181,-0.482192,-0.264506}
{-0.56274,-0.324898,0.760109}
